citizen_collocate,n
colony,137
waste,137
allen,137
oh,137
helped,137
wai,137
switzerland,137
significance,137
regards,137
interfere,137
weekly,137
procedure,137
precisely,137
happened,136
sacrifice,136
nazi,136
indicators,135
freeman,135
clark,135
length,135
nomination,135
invited,135
sphere,135
television,135
additional,135
maintained,135
vision,135
items,135
factor,135
andl,135
star,135
code,134
ln,134
naturally,134
tues,134
emperor,134
submit,134
aro,134
relevant,134
absolute,134
admission,134
implications,134
explained,134
esteem,134
personnel,133
promi,133
contributions,133
plays,133
interaction,133
buried,133
presidential,133
buffalo,133
server,133
imposed,133
unique,133
differ,132
procedures,132
inflation,132
usual,132
passage,132
advantages,132
fri,132
minutes,131
wages,131
difficulty,131
ky,131
smug,131
mir,131
delivery,131
sale,131
iho,131
ordered,131
consequence,131
experiences,131
portuguese,131
murdered,130
acquired,130
administrators,130
wore,130
societies,130
store,130
pattern,130
identify,130
someone,130
define,130
forum,130
numerous,130
parish,129
alexander,129
identification,129
yon,129
ew,129
ally,129
outrage,129
mob,129
caused,129
background,129
virtually,128
congressional,128
austin,128
swedish,128
loves,128
examples,128
governing,128
descent,128
essentially,127
admit,127
thoroughly,127
objective,127
mm,127
patient,127
thy,127
obituary,127
quoted,127
australian,127
seventy,127
horse,127
polity,127
describes,126
operate,126
responsive,126
liberia,126
ireland,126
pub,126
greece,126
connected,126
redress,125
utilities,125
categories,125
efficiency,125
economist,125
crenshaw,125
element,125
millions,125
pation,125
passes,125
compared,125
leaving,125
remarks,125
savannah,125
forget,124
habits,124
speclal,124
witli,124
gentlemen,124
responsiveness,124
slate,124
furthermore,124
household,123
rep,123
moat,123
indicate,123
corporations,123
families,123
editorial,123
illegal,123
mature,123
banker,122
ic,122
extended,122
lover,122
proceedings,122
apart,122
seeing,122
escape,121
sex,121
coproduction,121
strongly,121
howard,120
combined,120
prize,120
assessment,120
partici,120
structures,120
minor,120
sample,120
fee,120
glory,120
criticism,120
fourteenth,119
ber,119
cooking,119
florida,119
jobs,119
socially,119
stake,119
occupation,119
imperial,119
thousands,119
constant,118
silver,118
falls,118
collection,118
composed,118
rests,118
wolf,118
regret,118
policemen,118
turkish,117
commit,117
preparation,117
pursuit,117
poverty,117
fore,117
wvith,117
valued,116
stone,116
francis,116
FALSE,116
decree,116
attempted,116
rose,116
extensive,116
proposal,116
goldsmith,116
roots,115
enforce,115
eventually,115
reward,115
robinson,115
crowd,115
sheriff,115
ultimately,115
wholly,114
reflect,114
aind,114
ire,114
brave,114
disease,114
companies,114
shares,113
careful,113
worse,113
besides,113
widespread,113
benevolent,113
academic,113
absence,113
negative,113
ger,113
acres,113
psychological,112
finding,112
plato,112
marks,112
honors,112
publisher,112
warrant,112
rebel,112
oo,112
implies,111
marked,111
tom,111
rites,111
wvas,111
positions,111
fought,111
vidual,111
refuse,111
helping,111
comparison,111
ef,111
butler,111
parking,111
conferred,111
publications,110
carter,110
ultimate,110
interference,110
dedicated,110
tween,110
tenn,110
enjoys,110
peculiar,110
wi,110
walker,110
weight,110
walter,110
dinner,110
pri,109
elsewhere,109
reduce,109
wandersman,109
ensure,109
mention,109
solution,109
ud,109
beliefs,109
railway,109
arid,109
lawfully,109
depend,109
begins,108
showing,108
hia,108
elements,108
receives,108
bu,108
grade,108
uncle,108
crucial,108
misconduct,108
blacks,108
patrols,107
counsel,107
spain,107
causes,107
consulate,107
resource,107
newport,107
compel,107
specifically,107
changing,107
started,107
threatened,107
headed,107
explain,107
oa,107
patterns,107
educator,107
ity,107
reg,107
sister,107
guar,106
employer,106
harry,106
essay,106
deeper,106
canton,106
affecting,106
ev,106
desired,106
respondents,106
constitute,106
zen,106
wbo,106
sam,106
immigrants,105
numbers,105
sun,105
personally,105
closer,105
survived,105
ail,105
aiding,105
controversy,105
libraries,105
employees,104
ruled,104
release,104
defender,104
annually,104
miller,104
engineer,104
remarkable,104
inalienable,104
ba,104
accomplished,104
region,103
era,103
file,103
berlin,103
autonomy,103
trip,103
sage,103
approves,103
essays,103
testimony,102
previously,102
consistent,102
filled,102
arthur,102
aside,102
porto,102
killing,102
engage,102
churchman,102
poland,102
monthly,102
inst,102
contest,102
guest,102
attended,102
indicates,102
theme,102
phone,102
scarcely,102
fe,101
professionals,101
everywhere,101
bus,101
chapters,101
exception,101
serves,101
documents,101
performed,101
churches,101
ranks,101
mt,101
inherent,100
ae,100
shakespeare,100
subscribe,100
reads,100
penn,100
pension,100
oakland,100
hoped,100
obliged,100
visiting,100
welles,100
hampton,100
nl,100
remarked,100
apts,100
exercised,100
hls,99
intervention,99
statements,99
ith,99
twelve,99
proposition,99
ethical,99
diego,99
harper,99
madison,98
reagan,98
possesses,98
grants,98
discourse,98
administrator,98
showed,98
bldg,98
wished,98
taft,97
discuss,97
meaningful,97
wall,97
overall,97
bed,97
shaw,97
approval,97
sol,97
las,97
ful,97
prof,97
hla,97
strategy,97
affectionate,97
argue,96
bloom,96
louisville,96
encouraged,96
decentralization,96
gift,96
wounded,96
ik,96
asserted,96
eighty,96
acquire,96
agents,96
description,96
junior,96
keeping,96
fledged,96
steps,96
anxious,95
printed,95
wisdom,95
yard,95
brings,95
controlled,95
kong,95
distinct,95
howell,95
spiritual,95
revenue,95
stay,95
lexington,95
assault,95
message,95
neighbors,95
prom,95
memphis,95
stove,95
regulatory,95
remove,94
ay,94
affects,94
celebrated,94
spend,94
happens,94
ends,94
vi,94
plumber,94
pr,94
naval,94
dispatch,94
compulsory,94
prejudice,94
abraham,94
coalition,94
similarly,94
requirement,94
ignorant,94
alienation,94
sides,94
ate,94
bin,93
deposit,93
hearings,93
visited,93
agreed,93
coolidge,93
poems,93
thrown,93
figures,93
spending,93
michigan,93
interpretation,93
po,93
mission,93
perfectly,93
mine,93
studied,92
qua,92
emphasized,92
aod,92
base,92
cotton,92
province,92
attributes,92
fr,92
memorial,92
universe,92
imagine,92
offense,92
assistant,92
branch,92
spite,91
expectations,91
panel,91
break,91
utpress,91
awarded,91
leisure,91
vis,91
journalism,91
novel,91
walk,91
sign,90
queen,90
truman,90
creating,90
sight,90
harvard,90
hle,90
forgotten,90
describe,90
hot,90
congregation,90
marx,90
jefferson,90
deputy,90
ambition,90
pretty,90
healthy,90
convinced,90
bodies,89
declaring,89
ownership,89
diplomacy,89
ls,89
fir,89
busy,89
grow,89
strange,89
chronicle,89
uie,89
ence,88
geography,88
component,88
aircraft,88
destroy,88
played,88
advocates,88
hong,88
bachelor,88
civics,88
taxed,88
sincere,88
hearst,88
yean,88
returns,88
evident,88
stories,87
ratings,87
boon,87
advance,87
legitimacy,87
vermont,87
intent,87
slates,87
unity,87
savings,87
cleaning,87
af,87
exactly,87
uu,87
injustice,87
acted,87
joyce,87
hopes,87
broader,86
shared,86
kinds,86
thompson,86
palestine,86
petersburg,86
largest,86
presidency,86
marta,86
theodore,86
alexandria,86
excluded,86
hitler,86
acceptance,85
seniors,85
suffered,85
rare,85
heritage,85
protecting,85
antonio,85
foster,85
charitable,85
restrictions,85
resides,85
sugar,85
penalty,85
devotion,85
ix,85
round,85
preference,85
winter,84
beach,84
ito,84
tite,84
respond,84
qualify,84
confined,84
absent,84
ruling,84
suffering,84
austria,84
dispute,84
anderson,84
circuit,84
rr,84
implementation,83
democracies,83
coordination,83
finest,83
nader,83
participating,83
extraordinary,83
consumers,83
paine,83
adopt,83
cuban,83
writ,83
jean,83
roads,83
ore,83
delivered,83
subjective,83
justification,83
prices,83
fill,83
justified,83
moore,83
indicated,83
wit,83
comprehensive,82
ford,82
improving,82
marry,82
removal,82
charity,82
nited,82
ized,82
radical,82
realm,82
contracts,82
omega,82
foreigners,82
prime,82
bronx,82
fails,82
botswana,81
suspicion,81
accordance,81
morris,81
australia,81
shopping,81
square,81
census,81
external,81
carefully,81
ul,81
faced,81
promise,81
sworn,80
thee,80
arguments,80
settlement,80
ones,80
weak,80
competition,80
banks,80
drug,80
convicted,80
extension,80
ted,80
lion,80
governed,80
supporting,80
saved,80
hawaiian,79
secondary,79
inglewood,79
sit,79
smaller,79
wns,79
resistance,79
gordon,79
condemned,79
advanced,79
everv,79
significantly,79
departments,79
baa,79
details,79
isaac,78
aimed,78
overy,78
construction,78
assumes,78
nathan,78
exercising,78
pi,78
tendency,78
proposals,78
tv,78
stephen,78
tree,78
securing,78
erage,78
examined,78
philanthropist,78
sales,77
factory,77
nat,77
pets,77
namely,77
whig,77
relatives,77
sentinel,77
nineteenth,77
fi,77
alert,76
judaism,76
ib,76
equivalent,76
located,76
receiving,76
centuries,76
tender,76
fame,76
andrew,76
congressman,76
segregation,76
sick,76
morrow,76
mutual,76
distance,76
participatory,76
bare,76
allegations,76
creative,75
ambassador,75
minds,75
definite,75
carrier,75
stale,75
parks,75
criteria,75
pollution,75
cry,75
levy,75
unions,75
lynching,75
wear,75
sampling,74
profound,74
cold,74
dog,74
towns,74
twentieth,74
enacted,74
electric,74
divided,74
suffolk,74
deals,73
pocket,73
pulaski,73
oxford,73
wars,73
apparent,73
ethics,73
stress,73
neighborhoods,73
happen,73
portland,73
ple,73
overlook,73
usefulness,73
awards,73
versus,73
chair,73
blvd,73
maclean,73
maker,73
renovated,73
abuse,73
compton,73
elizabeth,72
ci,72
concludes,72
feet,72
cohen,72
manhattan,72
victory,72
hud,72
finance,72
hearted,72
gender,72
metropolis,72
enrolled,72
friendly,72
moving,72
tht,72
laundry,72
reaction,72
publish,72
injure,72
ss,72
driving,72
ery,72
ye,71
simulations,71
blind,71
scope,71
florentine,71
nationalism,71
heavy,71
lc,71
sa,71
scientists,71
models,71
accordingly,71
loan,71
thr,71
difficulties,71
representing,71
vate,71
possibilities,71
determination,71
whereby,70
characterized,70
funding,70
plus,70
corner,70
gained,70
clubs,70
ob,70
treasury,70
autonomous,70
shame,70
valid,70
nixon,70
ms,70
ignorance,70
puts,70
reporter,70
imprisoned,70
upper,70
likewise,70
derived,70
chi,70
dc,70
topics,70
activist,69
ct,69
fu,69
elect,69
grocer,69
pool,69
variable,69
lawyers,69
recipient,69
vas,69
russell,69
eds,69
capitalist,69
telephone,69
curriculum,69
maximum,69
refers,69
constantly,69
jack,69
tbc,68
oni,68
ml,68
milwaukee,68
sup,68
aiid,68
sciences,68
makers,68
legislators,68
roanoke,68
comparative,68
indifferent,68
materials,68
outlook,68
jose,68
valley,68
extreme,68
boyd,68
faces,68
protestant,68
refer,68
exile,68
cruces,68
fiscal,67
ao,67
stato,67
interview,67
taste,67
twice,67
bdrms,67
guardian,67
territorial,67
blue,67
phrase,67
asheville,67
medium,67
journalist,67
ombudsman,67
nominated,67
webster,67
platform,67
medicine,67
machiavelli,67
nay,67
modest,67
tiie,67
exclude,66
landlord,66
season,66
ontario,66
version,66
ofthe,66
saloon,66
moscow,66
wonder,66
appeals,66
alderman,66
actively,66
christianity,66
arrangements,66
palestinian,66
cooper,66
ers,66
fast,65
englishman,65
motion,65
turns,65
imf,65
eastern,65
controls,65
conn,65
morgan,65
arkansas,65
feature,65
experts,65
homo,65
pressures,65
oc,65
forever,65
foot,65
walsh,65
crown,65
commissioners,65
sensitive,65
drain,65
allows,65
assured,65
coast,65
eighteen,65
owns,64
sharp,64
contributed,64
nashville,64
moses,64
rood,64
affair,64
fa,64
ltd,64
divine,64
scholars,64
suffer,64
morally,64
deed,64
excellence,64
garry,64
calcutta,64
americus,64
encounter,64
fulfill,64
grass,64
extra,64
tyranny,64
altogether,63
inl,63
duplex,63
unjust,63
arm,63
